time_ps,Tar1,Tar2,Tar3,Tnp1_analytic,Tnp2_analytic,Tnp3_analytic
2575.0,115.1781753320387,111.06565373280053,111.09588660950229,115.47714324088335,111.39576980353768,111.45203754492049
2576.0,115.17553374577744,111.07803640859234,111.08614551997172,115.47460119796979,111.40799661184938,111.44235277952234
2577.0,115.17283514607526,111.09042588089814,111.0764546473681,115.47200261446139,111.4202304885783,111.4327174863018
2578.0,115.17007970683167,111.10282185384403,111.06681411366577,115.46934766104538,111.43247114086219,111.4231317874339
2579.0,115.16726760289939,111.11522403199109,111.05722403945099,115.46663650935774,111.44471827626154,111.41359580372216
2580.0,115.16439901007841,111.1276321203412,111.04768454392185,115.4638693319775,111.45697160276545,111.40410965459849
2581.0,115.1614741051102,111.14004582434292,111.03819574488833,115.46104630242093,111.46923082879738,111.39467345812314
2582.0,115.15849306567178,111.15246484989733,111.02875775877234,115.45816759513569,111.48149566322095,111.38528733098481
2583.0,115.15545607036981,111.16488890336383,111.01937070060781,115.45523338549508,111.49376581534575,111.37595138850061
2584.0,115.15236329873473,111.17731769156596,111.01003468404076,115.45224384979217,111.5060409949331,111.36666574461618
2585.0,115.1492149312148,111.18975092179714,111.0007498213295,115.449199165234,111.5183209122017,111.35743051190573
2586.0,115.14601114917023,111.20218830182642,110.99151622334477,115.44609950993573,111.53060527783342,111.34824580157228
2587.0,115.14275213486721,111.21462953990424,110.98233399956997,115.44294506291482,111.54289380297888,111.33911172344772
2588.0,115.13943807147194,111.22707434476808,110.97320325810138,115.43973600408503,111.55518619926326,111.3300283859931
2589.0,115.13606914304476,111.23952242564819,110.96412410564844,115.43647251425077,111.56748217879183,111.32099589629878
2590.0,115.13264553453413,111.25197349227321,110.95509664753403,115.43315477510102,111.5797814541556,111.31201436008476
2591.0,115.1291674317707,111.26442725487583,110.94612098769485,115.42978296920361,111.59208373843684,111.30308388170091
2592.0,115.12563502146126,111.27688342419837,110.93719722868173,115.42635727999921,111.60438874521482,111.29420456412733
2593.0,115.12204849118287,111.28934171149845,110.92832547166003,115.42287789179545,111.61669618857123,111.28537650897468
2594.0,115.11840802937677,111.30180182855446,110.91950581641011,115.41934498976104,111.6290057830957,111.27659981648458
2595.0,115.11471382534243,111.31426348767116,110.91073836132774,115.41575875991984,111.64131724389144,111.26787458553004
2596.0,115.11096606923155,111.32672640168518,110.90202320342459,115.41211938914493,111.65363028658054,111.25920091361583
2597.0,115.107164952042,111.33919028397055,110.89336043832877,115.40842706515268,111.66594462730959,111.25057889687905
2598.0,115.10331066561183,111.35165484844414,110.88475016028535,115.40468197649676,111.67825998275501,111.24200863008953
2599.0,115.09940340261323,111.36411980957112,110.87619246215694,115.4008843125623,111.6905760701285,111.23349020665049
2600.0,115.09544335654653,111.37658488237042,110.86768743542433,115.3970342635598,111.70289260718249,111.22502371859896
2601.0,115.09143072173407,111.38904978242012,110.85923517018709,115.39313202051929,111.71520931221544,111.21660925660653
2602.0,115.08736569331424,111.40151422586277,110.85083575516425,115.38917777528424,111.72752590407718,111.20824690997982
2603.0,115.08324846723538,111.41397792941086,110.84248927769501,115.38517172050572,111.73984210217426,111.19993676666125
2604.0,115.0790792402497,111.4264406103521,110.83419582373945,115.38111404963628,111.75215762647531,111.19167891322967
2605.0,115.07485820990725,111.4389019865547,110.82595547787929,115.37700495692404,111.76447219751616,111.18347343490103
2606.0,115.07058557454981,111.45136177647271,110.8177683233187,115.37284463740666,111.77678553640526,111.17532041552928
2607.0,115.06626153330484,111.46381969915127,110.80963444188511,115.36863328690538,111.78909736482885,111.16721993760699
2608.0,115.06188628607934,111.47627547423184,110.80155391403002,115.36437110201896,111.8014074050561,111.15917208226614
2609.0,115.05746003355384,111.48872882195742,110.79352681882995,115.36005828011768,111.81371537994437,111.15117692927915
2610.0,115.05298297717619,111.50117946317776,110.78555323398724,115.35569501933735,111.82602101294438,111.14323455705946
2611.0,115.04845531915554,111.51362711935451,110.77763323583115,115.35128151857323,111.83832402810528,111.13534504266268
2612.0,115.0438772624562,111.52607151256635,110.76976689931863,115.34681797747403,111.85062415007981,111.12750846178731
2613.0,115.03924901079155,111.53851236551415,110.76195429803548,115.34230459643594,111.86292110412938,111.11972488877585
2614.0,115.03457076861784,111.55094940152605,110.75419550419728,115.33774157659639,111.87521461612914,111.11199439661564
2615.0,115.02984274112816,111.56338234456251,110.74649058865049,115.33312911982824,111.88750441257297,111.10431705693995
2616.0,115.02506513424626,111.5758109192214,110.7388396208735,115.32846742873356,111.89979022057858,111.096692940029
2617.0,115.02023815462043,111.58823485074296,110.73124266897777,115.32375670663768,111.91207176789244,111.08912211481103
2618.0,115.01536200961732,111.60065386501488,110.72369979970895,115.31899715758303,111.92434878289475,111.08160464886335
2619.0,115.01043690731588,111.61306768857719,110.71621107844808,115.31418898632317,111.93662099460445,111.07414060841353
2620.0,115.00546305650111,111.62547604862728,110.70877656921274,115.30933239831663,111.94888813268405,111.06673005834044
2621.0,115.00044066665801,111.63787867302477,110.70139633465834,115.30442759972094,111.96114992744455,111.05937306217562
2622.0,114.99536994796534,111.65027529029646,110.69407043607931,115.29947479738645,111.97340610985037,111.05206968210429
2623.0,114.99025111128951,111.66266562964115,110.68679893341044,115.29447419885031,111.98565641152415,111.04481997896664
2624.0,114.98508436817838,111.67504942093454,110.67958188522817,115.28942601233034,111.99790056475153,111.03762401225922
2625.0,114.97986993085514,111.687426394734,110.67241934875193,115.284330446719,112.01013830248603,111.03048184013603
2626.0,114.97460801221212,111.69979628228344,110.6653113798455,115.27918771157726,112.02236935835377,111.02339351941
2627.0,114.96929882580457,111.71215881551804,110.65825803301846,115.27399801712852,112.03459346665825,111.01635910555429
2628.0,114.96394258584458,111.72451372706897,110.65125936142752,115.26876157425244,112.04681036238503,111.00937865270357
2629.0,114.9585395071948,111.73686075026816,110.64431541687809,115.263478594479,112.05901978120643,111.00245221365563
2630.0,114.95308980536235,111.74919961915303,110.63742624982565,115.25814928998217,112.07122145948625,110.99557983987259
2631.0,114.94759369649258,111.76153006847109,110.63059190937737,115.25277387357409,112.08341513428444,110.9887615814825
2632.0,114.94205139736286,111.7738518336846,110.62381244329356,115.24735255869862,112.09560054336158,110.98199748728081
2633.0,114.93646312537649,111.78616465097527,110.61708789798926,115.24188555942554,112.10777742518367,110.97528760473182
2634.0,114.93082909855642,111.79846825724873,110.61041831853588,115.23637309044425,112.11994551892651,110.96863197997025
2635.0,114.92514953553906,111.81076239013922,110.60380374866273,115.2308153670577,112.13210456448044,110.96203065780287
2636.0,114.91942465556816,111.82304678801408,110.59724423075876,115.22521260517628,112.1442543024547,110.95548368171002
2637.0,114.91365467848854,111.83532118997826,110.5907398058742,115.21956502131172,112.15639447418201,110.94899109384725
2638.0,114.90783982473992,111.84758533587885,110.58429051372221,115.21387283257094,112.16852482172301,110.942552935047
2639.0,114.90198031535074,111.85983896630951,110.57789639268071,115.20813625664992,112.18064508787076,110.93616924482026
2640.0,114.89607637193193,111.87208182261496,110.57155747979408,115.2023555118276,112.1927550161551,110.92984006135823
2641.0,114.8901282166707,111.88431364689535,110.56527381077491,115.19653081695975,112.20485435084707,110.92356542153414
2642.0,114.8841360723244,111.89653418201068,110.55904542000589,115.19066239147281,112.21694283696327,110.91734536090489
2643.0,114.87810016221422,111.90874317158516,110.55287234054158,115.18475045535779,112.22902022027019,110.91117991371299
2644.0,114.87202071021912,111.92094036001153,110.54675460411032,115.17879522916418,112.2410862472886,110.90506911288819
2645.0,114.86589794076947,111.9331254924554,110.54069224111609,115.17279693399372,112.25314066529776,110.89901299004947
2646.0,114.85973207884099,111.94529831485953,110.53468528064045,115.1667557914944,112.26518322233972,110.89301157550685
2647.0,114.85352334994845,111.95745857394807,110.52873375044443,115.16067202385422,112.27721366722355,110.88706489826318
2648.0,114.84727198013948,111.96960601723084,110.52283767697061,115.15454585379509,112.2892317495296,110.88117298601624
2649.0,114.84097819598843,111.9817403930075,110.516997085345,115.14837750456672,112.30123721961364,110.87533586516055
2650.0,114.83464222459008,111.99386145037171,110.51121199937911,115.14216719994053,112.31322982861101,110.86955356078934
2651.0,114.82826429355352,112.00596893921536,110.50548244157203,115.13591516420341,112.32520932844086,110.86382609669664
2652.0,114.82184463099584,112.01806261023263,110.49980843311243,115.12962162215166,112.33717547181007,110.85815349537917
2653.0,114.81538346553603,112.03014221492413,110.49418999388074,115.12328679908485,112.34912801221755,110.85253577803847
2654.0,114.80888102628874,112.04220750560096,110.4886271424512,115.11691092079974,112.36106670395817,110.84697296458297
2655.0,114.80233754285807,112.05425823538876,110.48311989609407,115.110494213584,112.37299130212685,110.84146507363003
2656.0,114.79575324533137,112.06629415823174,110.47766827077777,115.10403690421032,112.38490156262247,110.83601212250808
2657.0,114.78912836427307,112.0783150288967,110.4722722811711,115.09753921993004,112.396797242152,110.83061412725881
2658.0,114.78246313071844,112.09032060297694,110.46693194064548,115.0910013884672,112.40867809823438,110.82527110263928
2659.0,114.77575777616744,112.10231063689626,110.46164726127715,115.08442363801232,112.42054388920435,110.81998306212417
2660.0,114.76901253257849,112.11428488791285,110.45641825384952,115.07780619721635,112.43239437421656,110.81475001790795
2661.0,114.76222763236228,112.12624311412317,110.4512449278554,115.07114929518445,112.44422931324925,110.80957198090714
2662.0,114.75540330837562,112.13818507446585,110.44612729149938,115.06445316146997,112.45604846710826,110.80444896076261
2663.0,114.7485397939152,112.15011052872549,110.44106535170015,115.0577180260683,112.46785159743068,110.79938096584185
2664.0,114.74163732271143,112.1620192375365,110.4360591140929,115.05094411941072,112.47963846668883,110.79436800324126
2665.0,114.73469612892225,112.17391096238684,110.43110858303173,115.04413167235835,112.4914088381939,110.78941007878856
2666.0,114.72771644712697,112.18578546562183,110.42621376159202,115.03728091619595,112.50316247609973,110.78450719704513
2667.0,114.72069851232004,112.19764251044784,110.42137465157295,115.03039208262594,112.51489914540652,110.77965936130836
2668.0,114.71364255990493,112.209481860936,110.4165912534999,115.02346540376217,112.52661861196455,110.77486657361409
2669.0,114.70654882568792,112.22130328202587,110.41186356662703,115.01650111212386,112.53832064247784,110.7701288347391
2670.0,114.69941754587195,112.23310653952912,110.40719158893977,115.00949944062957,112.55000500450774,110.76544614420354
2671.0,114.69224895705044,112.24489140013308,110.4025753171573,115.00246062259095,112.56167146647655,110.76081850027333
2672.0,114.68504329620113,112.25665763140444,110.39801474673524,114.99538489170679,112.57331979767116,110.75624589996285
2673.0,114.67780080067993,112.2684050017927,110.39350987186818,114.9882724820569,112.58494976824653,110.75172833903736
2674.0,114.67052170821475,112.2801332806338,110.38906068549225,114.98112362809594,112.59656114922933,110.74726581201553
2675.0,114.66320625689934,112.29184223815359,110.38466717928787,114.9739385646474,112.6081537125213,110.74285831217209
2676.0,114.65585468518717,112.30353164547131,110.38032934368233,114.96671752689755,112.6197272309028,110.73850583154045
2677.0,114.64846723188523,112.31520127460306,110.37604716785252,114.95946075038928,112.63128147803629,110.73420836091523
2678.0,114.64104413614797,112.32685089846522,110.37182063972762,114.95216847101611,112.64281622846966,110.72996588985502
2679.0,114.63358563747107,112.33848029087791,110.36764974599183,114.94484092501601,112.65433125763977,110.72577840668501
2680.0,114.62609197568538,112.35008922656827,110.36353447208714,114.9374783489655,112.66582634187564,110.72164589849963
2681.0,114.61856339095078,112.36167748117387,110.35947480221614,114.93008097977344,112.67730125840195,110.71756835116538
2682.0,114.61100012375,112.37324483124603,110.35547071934477,114.92264905467502,112.68875578534225,110.7135457493235
2683.0,114.60340241488257,112.38479105425307,110.35152220520516,114.91518281122578,112.70018970172225,110.70957807639276
2684.0,114.59577050545865,112.39631592858365,110.3476292402985,114.90768248729538,112.7116027874732,110.70566531457222
2685.0,114.58810463689296,112.40781923354993,110.3437918038979,114.90014832106179,112.72299482343493,110.70180744484406
2686.0,114.58040505089869,112.41930074939084,110.34000987405126,114.8925805510051,112.73436559135924,110.69800444697646
2687.0,114.57267198948132,112.43076025727524,110.33628342758423,114.88497941590148,112.74571487391297,110.69425629952632
2688.0,114.56490569493262,112.44219753930506,110.33261244010312,114.87734515481728,112.75704245468117,110.69056297984233
2689.0,114.5571064098245,112.45361237851846,110.32899688599784,114.86967800710288,112.76834811817027,110.68692446406766
2690.0,114.54927437700296,112.46500455889291,110.32543673844492,114.8619782123867,112.77963164981107,110.68334072714302
2691.0,114.54140983958199,112.4763738653483,110.3219319694105,114.85424601056921,112.79089283596198,110.67981174280958
2692.0,114.53351304093752,112.4877200837499,110.31848254965335,114.84648164181698,112.80213146391188,110.6763374836119
2693.0,114.52558422470133,112.49904300091151,110.31508844872792,114.83868534655655,112.81334732188328,110.67291792090093
2694.0,114.51762363475503,112.51034240459833,110.3117496349874,114.83085736546853,112.82454019903521,110.669553024837
2695.0,114.50963151522394,112.52161808353,110.30846607558681,114.8229979394816,112.83570988546627,110.66624276439286
2696.0,114.50160811047114,112.53286982738348,110.30523773648612,114.81510730976649,112.84685617221747,110.66298710735677
2697.0,114.49355366509133,112.54409742679601,110.3020645824534,114.80718571773006,112.85797885127516,110.65978602033549
2698.0,114.48546842390486,112.55530067336797,110.29894657706791,114.79923340500929,112.86907771557402,110.65663946875742
2699.0,114.4773526319517,112.56647935966569,110.29588368272334,114.79125061346532,112.88015255899973,110.6535474168757
2700.0,114.4692065344854,112.57763327922437,110.29287586063097,114.78323758517749,112.89120317639193,110.65050982777132
