time,T1_rk4,T2_rk4,T3_rk4,T1_exact,T2_exact,T3_exact,dT1,dT2,dT3
112.60000000000001,0.3879304346393271,0.3918733587027518,0.3944069331699023,0.3879304358220507,0.39187335867710515,0.3944069328614375,-1.182723641246497e-09,2.5646651469202197e-11,3.084647537399121e-10
112.8,0.38800188481606607,0.3917656291475358,0.3944432125483793,0.3880018859878268,0.3917656291479778,0.3944432122247888,-1.1717607439898359e-09,-4.419797861032748e-13,3.235904877385565e-10
113.0,0.3880750007647199,0.39165942171742796,0.3944763040298333,0.38807500192493327,0.3916594217438395,0.39447630369182063,-1.1602133698218609e-09,-2.64115396220177e-11,3.380126734064959e-10
113.2,0.38814969234175983,0.391554800449658,0.3945062337205633,0.38814969348985895,0.39155480050190017,0.39450623336883434,-1.1480991157775122e-09,-5.2242155046400285e-11,3.517289792753786e-10
113.4,0.3882258696003733,0.3914518269523487,0.39453302995925915,0.3882258707358087,0.39145182703026293,0.3945330295945218,-1.1354354123582766e-09,-7.79142306228664e-11,3.647373514326091e-10
113.60000000000001,0.3883034428632373,0.39135056039361243,0.39455672325513147,0.38830344398547756,0.39135056049702094,0.3945567228780949,-1.122240245177153e-09,-1.0340850398193879e-10,3.770365686328603e-10
113.8,0.38838232279382917,0.39125105749289746,0.3945773462252546,0.38838232390236094,0.3912510576216039,0.39457734583662857,-1.1085317663805938e-09,-1.2870643439910623e-10,3.886260202534686e-10
114.0,0.3884624204662384,0.3911533725145537,0.39459493353118913,0.38846242156056654,0.39115337266834327,0.3945949331316836,-1.0943281281150519e-09,-1.5378959217215993e-10,3.9950553976098035e-10
114.2,0.3885436474334456,0.39105755726358477,0.39460952181495085,0.38854364851309353,0.3910575574422247,0.39460952140527517,-1.0796479266161896e-09,-1.7863993617694973e-10,4.0967568226690787e-10
114.4,0.38862591579403827,0.39096366108355307,0.3946211496343899,0.388625916858548,0.3909636612867932,0.39462114921525215,-1.0645097581196694e-09,-2.032401469342915e-10,4.1913772452772946e-10
114.60000000000001,0.3887091382573318,0.3908717308566037,0.3946298573980457,0.38870913930626405,0.3908717310841769,0.39462985697015246,-1.048932274372305e-09,-2.275731825207572e-10,4.278932208556796e-10
114.8,0.38879322820686824,0.3907818110055708,0.39463568729954207,0.38879322923980275,0.3907818112571932,0.3946356868635975,-1.0329345156989689e-09,-2.516223895909775e-10,4.3594455823026124e-10
115.0,0.38887809976226806,0.3906939434981286,0.3946386832515846,0.3888781007788032,0.39069394377350014,0.39463868280829006,-1.0165351338464745e-09,-2.7537155888879283e-10,4.4329451220903593e-10
115.2,0.3889636678394071,0.3906081678529501,0.39463889081962394,0.3889636688391604,0.39060816815175536,0.3946388903696776,-9.997532801619968e-10,-2.9880525831416094e-10,4.499463579499263e-10
115.4,0.38904984820890026,0.39052452114783376,0.39463635715524714,0.3890498491915084,0.39052452146974204,0.39463635669934294,-9.826081615038618e-10,-3.2190827781164444e-10,4.5590420327812353e-10
115.60000000000001,0.3891365575528684,0.39044303802975716,0.39463113092935564,0.3891365585179872,0.39044303837442296,0.39463113046818327,-9.651187626857904e-10,-3.446657959038646e-10,4.611723780634236e-10
115.8,0.38922371351997054,0.390363750726817,0.39462326226519356,0.38922371446727494,0.3903637510938807,0.39462326179943774,-9.473044015884113e-10,-3.6706371275840866e-10,4.657558227982861e-10
116.0,0.3893112347786842,0.39028668906201397,0.39461280267128296,0.3893112357078683,0.3902866894511021,0.394612802201623,-9.291841185365968e-10,-3.890881505874688e-10,4.696599775755317e-10
116.2,0.3893990410688183,0.3902118804688376,0.3945998049743253,0.3893990419795954,0.3902118808795637,0.3945998045014342,-9.107771203886728e-10,-4.1072611978165696e-10,4.728910596440983e-10
116.4,0.3894870532512454,0.39013935000861016,0.39458432325212567,0.389487054143348,0.3901393504405749,0.3945843227766705,-8.921026140029653e-10,-4.3196474175388744e-10,4.754551752306213e-10
116.60000000000001,0.38957519335584084,0.3900691203895422,0.3945664127665982,0.38957519422902054,0.3900691208423341,0.3945664122892388,-8.73179695215498e-10,-4.527918595620406e-10,4.773594297624584e-10
116.8,0.3896633846276195,0.3900012119874563,0.3945461298969053,0.38966338548164703,0.39000121246065206,0.3945461294182943,-8.540275153734456e-10,-4.731957603532067e-10,4.786109841781183e-10
117.0,0.38975155157106095,0.3899356428681328,0.3945235320727872,0.3897515524057259,0.38993564336129816,0.39452353159356934,-8.346649482682267e-10,-4.931653418971393e-10,4.792178320833784e-10
117.2,0.38983961999261646,0.38987242881123135,0.39449867770813324,0.3898396208077272,0.38987242932392113,0.39449867722894505,-8.151107566689575e-10,-5.126897795193486e-10,4.791881891286209e-10
117.4,0.38992751704139256,0.38981158333573973,0.39447162613484876,0.3899275178367766,0.38981158386749876,0.394471625656318,-7.953840364116616e-10,-5.317590257014615e-10,4.785307705645891e-10
117.60000000000001,0.3900151712480087,0.38975311772690546,0.39444243753706687,0.3900151720235122,0.3897531182772688,0.3944424370598124,-7.755034947543038e-10,-5.503633104808614e-10,4.772544581754801e-10
117.8,0.390102512561626,0.3896970410645986,0.3944111728857564,0.39010251331711354,0.3896970416330923,0.39441117241038753,-7.55487561399093e-10,-5.684936965622001e-10,4.753688553904567e-10
118.0,0.3901894723851465,0.3896433602530612,0.39437789387377337,0.3901894731205013,0.3896433608392026,0.3943778934008895,-7.353547770705404e-10,-5.861414131835829e-10,4.728838431944382e-10
118.2,0.39027598360858595,0.38959208005199103,0.3943426628514041,0.3902759843237094,0.38959208065528944,0.39434266238159454,-7.151234604485524e-10,-6.032984112280815e-10,4.698095801280999e-10
118.4,0.39036198064062083,0.38954320310891394,0.3943055427624464,0.39036198133543254,0.38954320372887113,0.3943055422962897,-6.948117081684302e-10,-6.199571966902795e-10,4.66156668821327e-10
118.60000000000001,0.3904473994383154,0.38949672999279294,0.3942665970808728,0.39044740011275286,0.38949673062890366,0.39426659661893687,-6.744374503320216e-10,-6.361107196539706e-10,4.6193593394860955e-10
118.8,0.3905321775350338,0.38945265922882655,0.3942258897481208,0.3905321781890522,0.38945265988057903,0.39422588929096214,-6.540184505077207e-10,-6.517524853144607e-10,4.571586442736475e-10
119.0,0.3906162540665442,0.3894109873343855,0.3941834851110515,0.3906162547001164,0.3894109880012619,0.39418348465921504,-6.335721947081652e-10,-6.668763874451145e-10,4.518364571381994e-10
119.2,0.3906995697953246,0.3893717088560384,0.3941394478606182,0.3906995704084408,0.3893717095375153,0.39413944741463725,-6.13116168945993e-10,-6.814769304419599e-10,4.4598097437287265e-10
119.4,0.3907820671330792,0.3893348164076168,0.39409384297128525,0.39078206772574653,0.3893348171031661,0.3940938425316808,-5.926673041223296e-10,-6.955492848348399e-10,4.396044639420893e-10
119.60000000000001,0.39086369016147665,0.38930030070927,0.3940467356412346,0.3908636907337193,0.3893003014183588,0.3940467352085153,-5.722426421606031e-10,-7.090887876870511e-10,4.327193048325739e-10
119.8,0.3909443846511239,0.38926815062745884,0.3939981912333984,0.3909443852029827,0.38926815134955045,0.39399819080806026,-5.518587808950315e-10,-7.220916087291585e-10,4.2533815358680727e-10
120.0,0.3910240980787889,0.3892383532158394,0.3939482752173528,0.3910240986103209,0.3892383539503936,0.39394827479987893,-5.315319850929257e-10,-7.345541952474832e-10,4.1747388879187497e-10
120.2,0.391102779642886,0.3892108937569871,0.393897053112108,0.3911027801541644,0.3892108945034607,0.39389705270296826,-5.112784084992938e-10,-7.464736051510101e-10,4.091397221017701e-10
120.4,0.3911803802772431,0.38918575580491094,0.393844590429827,0.39118038076835704,0.38918575656275833,0.393844590029478,-4.911139273033882e-10,-7.57847395949085e-10,4.003489761927881e-10
120.60000000000001,0.3912568526631663,0.38916292122830903,0.39379095262050584,0.3912568531342201,0.38916292199698255,0.39379095222939076,-4.710538070717973e-10,-7.686735137291123e-10,3.9111508476352697e-10
120.8,0.3913321512398199,0.38914237025451576,0.39373620501764534,0.39133215169093344,0.3891423710334664,0.3937362046361936,-4.5111353541571475e-10,-7.789506262234625e-10,3.8145175906834083e-10
121.0,0.39140623221294474,0.38912408151409267,0.39368041278494365,0.39140623264425256,0.3891240823027703,0.39368041241357055,-4.3130782279021673e-10,-7.886776232091108e-10,3.7137309893964243e-10
121.2,0.39147905356193174,0.3891080320860128,0.3936236408640365,0.39147905397358307,0.3891080328838667,0.39362364050314363,-4.1165132413922834e-10,-7.978538940633939e-10,3.608928711429371e-10
121.4,0.3915505750452759,0.38909419754339164,0.3935659539233135,0.3915505754374343,0.38909419834987097,0.39356595357328805,-3.9215841685091846e-10,-8.064793277640092e-10,3.5002545306639377e-10
121.60000000000001,0.3916207582044317,0.38908255199971575,0.39350741630783365,0.39162075857727463,0.3890825528142702,0.3935074159690486,-3.728429232019437e-10,-8.145544239113178e-10,3.387850555647276e-10
121.8,0.39168956636609414,0.3890730681555223,0.3934480919903646,0.3916895667198126,0.38907306897760235,0.39344809166317846,-3.5371844342435566e-10,-8.220800706837395e-10,3.2718616704840997e-10
122.0,0.3917569646429308,0.38906571734548184,0.3933880445235684,0.3917569649777292,0.3890657181745392,0.39338804420832496,-3.3479841121675236e-10,-8.290573783042987e-10,3.1524344246136593e-10
